0.1000000000000000056 0.002965467 0.003006588 0.004709277 0.008851881 0.007528415 0.008313528 
0.2000000000000000111 0.002095409 0.00210114 0.003330341 0.006201743 0.005263111 0.005074943 
0.3000000000000000444 0.001714627 0.001722378 0.002708922 0.005122219 0.004295486 0.00430591 
0.4000000000000000222 0.001485494 0.001498712 0.002353263 0.004436673 0.003728367 0.00361356 
0.5 0.001335229 0.00134308 0.002105264 0.003949612 0.003350847 0.003283629 
0.6000000000000000888 0.001215488 0.001218924 0.00192467 0.00359375 0.003050525 0.003008465 
0.7000000000000000666 0.001120173 0.00113181 0.001781886 0.003304874 0.002818654 0.002745963 
0.8000000000000000444 0.001054356 0.001070486 0.001660817 0.00310881 0.002679561 0.002594112 
0.9000000000000000222 0.001002736 0.0009912131 0.001569432 0.002903212 0.002505098 0.002439403 
1 0.0009461719 0.0009495272 0.00149507 0.002794684 0.0024206 0.002348725 
1.100000000000000089 0.0009052147 0.0009141937 0.001426262 0.002643162 0.002299834 0.002190179 
1.200000000000000178 0.0008650385 0.0008741975 0.001337722 0.002529885 0.00221212 0.002138392 
1.300000000000000044 0.0008285015 0.0008427624 0.001309661 0.002437111 0.00211895 0.002025931 
1.400000000000000133 0.0007929714 0.0008083989 0.001250934 0.002364077 0.002055879 0.001959457 
1.5 0.0007693118 0.0007899816 0.001218097 0.002286883 0.002025553 0.001898413 
1.600000000000000089 0.0007561418 0.0007551611 0.001181227 0.002213368 0.001941232 0.001838866 
1.700000000000000178 0.0007244176 0.000728809 0.001153249 0.002120628 0.001878062 0.001790476 
1.800000000000000044 0.0006954927 0.000717321 0.001097942 0.002095139 0.001810783 0.001730668 
1.900000000000000133 0.0006926557 0.000690198 0.001075991 0.002013651 0.001770024 0.001685151 
2 0.0006703684 0.0006858091 0.001059392 0.001983709 0.001746507 0.001644088 
2.100000000000000089 0.0006545717 0.0006651647 0.001022414 0.001917974 0.001693143 0.001586899 
2.200000000000000178 0.00063911 0.0006465262 0.001007848 0.001903462 0.001655699 0.001593072 
2.300000000000000266 0.000626414 0.0006314027 0.0009807807 0.001857396 0.001631293 0.001544091 
2.400000000000000355 0.0006110596 0.0006214083 0.00096352 0.001778293 0.00162064 0.001524866 
2.5 0.0006070817 0.0006161113 0.0009535597 0.001765256 0.001576942 0.001499829 
2.600000000000000089 0.000592532 0.0006003526 0.0009319571 0.001728247 0.00155634 0.00145529 
2.700000000000000178 0.0005816521 0.0005751324 0.0009195233 0.001707267 0.001520777 0.001441819 
2.800000000000000266 0.0005648082 0.000578034 0.0009069378 0.001672204 0.001493655 0.001413199 
2.900000000000000355 0.0005540733 0.0005822908 0.0008715635 0.001652978 0.001467991 0.001392629 
3 0.0005601071 0.0005714504 0.0008761371 0.001599124 0.001458072 0.001386281 
3.100000000000000089 0.0005315257 0.0005475328 0.0008600701 0.001610527 0.001459906 0.001380083 
3.200000000000000178 0.0005323988 0.0005362686 0.0008419779 0.001544104 0.001434691 0.001335158 
3.300000000000000266 0.0005229159 0.0005358198 0.0008187842 0.001515326 0.001410164 0.001313555 
3.400000000000000355 0.0005180292 0.0005253638 0.0008340169 0.00150515 0.001393546 0.001299693 
3.5 0.0005079225 0.0005158636 0.0008075613 0.001480548 0.001391846 0.00129324 
3.600000000000000089 0.0005004143 0.0005126345 0.0007973195 0.001441708 0.001375369 0.001269219 
3.700000000000000178 0.0004946826 0.0005046087 0.0007821216 0.001473108 0.00134752 0.001270507 
3.800000000000000266 0.000487561 0.0004920001 0.0007779398 0.001446978 0.001335997 0.001232823 
3.900000000000000355 0.0004818236 0.0004871509 0.0007824757 0.001393317 0.001295528 0.001248382 
4 0.0004710726 0.0004934691 0.0007587163 0.001389941 0.00132171 0.001221883 
4.100000000000000533 0.0004727558 0.0004689821 0.0007488113 0.001377107 0.001286289 0.001199018 
4.200000000000000178 0.0004746571 0.0004770272 0.0007478444 0.001378341 0.001298757 0.001192458 
4.299999999999999822 0.0004563125 0.0004676088 0.0007387359 0.001352303 0.001277609 0.001174322 
4.400000000000000355 0.0004575558 0.000461913 0.0007262128 0.001345293 0.001255188 0.001178784 
4.5 0.000447806 0.000475285 0.0007106679 0.001358776 0.001239124 0.001163961 
4.600000000000000533 0.0004404286 0.0004535954 0.0006942536 0.001314773 0.001247058 0.001168684 
4.700000000000000178 0.0004426361 0.0004464658 0.0006910716 0.001310666 0.001223028 0.001158881 
4.800000000000000711 0.0004372818 0.0004501465 0.0007035474 0.001280663 0.001240253 0.001150288 
4.900000000000000355 0.0004342204 0.0004348245 0.0006946723 0.001258482 0.001233505 0.001134559 
5 0.0004366145 0.0004356863 0.0006753523 0.001287735 0.001202512 0.001121864 
5.100000000000000533 0.0004271681 0.0004340875 0.0006705951 0.001235608 0.00118898 0.001100392 
5.200000000000000178 0.0004232665 0.0004288215 0.0006578781 0.001260664 0.001210049 0.001099108 
5.300000000000000711 0.0004270603 0.0004233353 0.000664514 0.001227126 0.001167855 0.001099787 
5.400000000000000355 0.0004164748 0.0004174657 0.0006529701 0.001211198 0.001186383 0.001101264 
5.5 0.0004076652 0.0004198292 0.000644654 0.001207857 0.001166887 0.001068707 
5.600000000000000533 0.0004068522 0.0004231722 0.0006462351 0.001219323 0.001158867 0.001101456 
5.700000000000000178 0.0004026783 0.0004188492 0.0006317661 0.001174254 0.001175016 0.001053607 
5.800000000000000711 0.0004081435 0.0004044887 0.000612452 0.001219648 0.001162697 0.001063706 
5.900000000000000355 0.0004073421 0.0004047742 0.0006185448 0.001170359 0.001112794 0.00106627 
6 0.0003948029 0.0004109428 0.0006166126 0.00115557 0.001137896 0.001039861 
6.100000000000000533 0.0003948031 0.0004090614 0.0006070134 0.001176362 0.001153755 0.001035094 
6.200000000000000178 0.0003904129 0.0003894384 0.0006107862 0.001166559 0.001116561 0.00102768 
6.300000000000000711 0.0003854326 0.0003887604 0.0006072489 0.001136245 0.001116044 0.001048188 
6.400000000000000355 0.0003846553 0.0003880319 0.0005973834 0.001152909 0.001113233 0.001015022 
6.5 0.0003774192 0.000385031 0.0005757854 0.001135562 0.00112372 0.001027196 
6.600000000000000533 0.0003814834 0.0003862674 0.0005803872 0.001105863 0.001094419 0.001019722 
6.700000000000000178 0.0003762664 0.0003800914 0.0005844545 0.001106249 0.001092382 0.001014272 
6.800000000000000711 0.0003809815 0.0003775278 0.000571301 0.001079451 0.001094257 0.0009970413 
6.900000000000000355 0.0003743067 0.0003799826 0.0005656869 0.001084364 0.001089322 0.0009955565 
7 0.0003768912 0.0003702392 0.0005589122 0.001087912 0.001076399 0.0009767863 
7.100000000000000533 0.0003784374 0.0003748703 0.0005544213 0.001097581 0.001065043 0.0009719319 
7.200000000000000178 0.0003673082 0.0003689646 0.0005542258 0.001043887 0.001067799 0.0009928913 
7.300000000000000711 0.0003668019 0.0003787208 0.0005746516 0.001060091 0.001068442 0.0009860549 
7.400000000000000355 0.0003607101 0.0003610678 0.0005509341 0.001081976 0.001068291 0.0009581518 
7.5 0.0003608189 0.0003676388 0.0005346694 0.001059567 0.001042642 0.0009541366 
7.600000000000000533 0.0003523061 0.0003618753 0.000539931 0.001063822 0.001050258 0.0009846149 
7.700000000000000178 0.0003605271 0.0003609036 0.0005302413 0.001058038 0.001064506 0.0009475546 
7.800000000000000711 0.0003616067 0.0003497265 0.0005492867 0.0010631 0.001040845 0.0009583773 
7.900000000000000355 0.0003496093 0.0003494297 0.0005304175 0.001036301 0.001041614 0.0009622039 
8 0.0003509511 0.0003534269 0.0005314324 0.001011878 0.001015484 0.0009728121 
8.099999999999999645 0.0003577621 0.0003474665 0.0005134197 0.001040056 0.001024314 0.0009517349 
