#timestamp x y z q_x q_y q_z q_w
1723241136.16007 -0.00493747422665788 -0.0069606533725747 0.0188147585716867 0.0015157512114288 -0.000450353902870619 0.000306765222310318 0.999998702786521
1723241136.66103 -0.00828722826966944 -0.010096576843075 0.0297495388723112 0.002041003083774 -0.000353171814824228 0.000611111756530591 0.999997668056532
1723241137.16196 -0.0108626585624527 -0.00902612788825646 0.0258061559217944 0.00109120803959993 -0.000425348677354848 0.000647743056369187 0.999999104385824
1723241137.52388 2.22018703104876e-06 -0.00925406781964264 0.0342243242340094 -0.000311879946165275 -0.00242565329976638 0.000589938030727877 0.999996835450037
1723241137.69348 -0.00922081047456723 -0.0103449412813186 0.0321473520240321 0.000927315273429543 -3.63853175977327e-05 0.000665547593958936 0.999999347904234
1723241137.86335 -0.0104078862055812 -0.0102741799309812 0.0266186688984129 0.00145593223796771 -8.60341225134924e-05 5.85082048928356e-05 0.999998934717552
1723241138.02496 -0.00966815524806983 -0.00998785253937119 0.0283003848434278 0.00153373221730923 6.09473047561484e-05 0.000250244342065751 0.999998790663609
1723241138.19437 -0.00952653759822071 -0.0100320343450962 0.0301139187386606 0.000882203324675753 -0.000329299030384626 0.000767763141720393 0.999999261909328
1723241138.36433 -0.0149071257663313 -0.011295047426316 0.0303652063798328 0.00198158791386204 0.000102450022885367 0.000917086754378709 0.999997610879755
1723241138.52572 -0.00698466513408801 -0.011459556230158 0.0241335021706329 -0.00037645655650528 -0.00230714003214264 0.000545443809348714 0.999997118934042
1723241138.69475 -0.00710839350689204 -0.0109399198408022 0.0272142633950504 0.00156994935923062 -0.000145082667770443 0.000238849295605736 0.999998728579713
1723241138.86533 0.00456835806099671 -0.0143698810039013 0.0314376762232223 -4.77421459164194e-05 -0.00292720012712547 0.000732283664159627 0.999995446480002
1723241139.02673 -0.00931837297313783 -0.00875341910016254 0.0293350631277537 0.00159480644920059 -0.000132572333483353 0.000269672001745516 0.999998683146122
1723241139.19582 -0.00787584183014951 -0.00920419990780162 0.0341143667034425 0.000846314923441486 -0.000537990688534714 0.000573992411552609 0.999999332424668
1723241139.3663 -0.00337468364004548 -0.0140165712555951 0.0292437531682429 0.000109519850242605 -0.00199730294646006 0.00047499221639489 0.999997886582135
1723241139.52763 -0.00380543484552369 -0.0112753625929524 0.0217463352319378 -0.000956611283996582 -0.00252693023266862 0.000533266782039798 0.999996207565304
1723241139.69676 -0.0107745114306163 -0.0156352155530336 0.0288213767391418 0.000505437630509509 -0.000309361898754001 0.000766038499082719 0.999999531006408
1723241139.86727 -0.0125066143616343 -0.0140107697465598 0.0281534617376072 0.00153461974473721 -0.000510911125559561 0.00075664857395512 0.999998405696227
1723241140.02899 -0.0126959612378357 -0.00986503801268113 0.0334788893662181 0.00155367277004366 -0.000273375563214146 0.000305817207842292 0.999998708920447
1723241140.19769 -0.00894190188903607 -0.0154956792760291 0.0317584134729515 0.000747939413912954 -5.84672511931018e-05 0.00124627869248327 0.999998941978257
1723241140.36837 -0.00983046588663221 -0.0123093564980011 0.0263523381201697 0.000724043762522913 -0.00102841332651576 0.000298351854716408 0.999999164556066
1723241140.5317 -0.0143560536181908 -0.0104371103453349 0.0293519485796902 0.00151497094215888 -0.000360797802942243 -9.75480426310249e-05 0.999998782585444
1723241140.69976 -0.00682817392247023 -0.0128499936306454 0.0330803673176816 0.00181696376144921 0.000102107024132398 0.000798222181492839 0.999998025527148
1723241140.86931 -0.00886567042484425 -0.0157477168331924 0.0297132429318108 0.0010104654218651 -0.000702923617398454 -0.000287861036225575 0.999999200996702
1723241141.03511 0.000144345343861366 -0.0087857143984253 0.0314442940804701 0.00166882564164702 -0.000172169146570727 -0.000387513205802972 0.99999851760504
1723241141.20126 0.0150960600949964 -0.0159773553140194 0.0361189088470178 0.000831276023951225 -0.000581931060847659 -0.00864586402642103 0.999962108967959
1723241141.37159 0.0370500555604406 -0.0346847255034218 0.0334021954705747 -5.78797060295594e-05 0.000838184110896942 -0.0270975055697852 0.999632442095209
1723241141.53718 0.0985837995231605 -0.041343590900797 0.0217209214021961 0.00154626000779947 -0.000172543407613306 -0.0458985094166605 0.998944896449293
1723241141.70094 0.153144522445328 -0.0625226396366765 0.025889347474978 0.00020092803307751 -0.00188315592707934 -0.0608431886016882 0.998145540365962
1723241141.8729 0.184664914195414 -0.0886842398736362 0.030156402504635 0.000169861398262886 0.00275081589222161 -0.0702976202514177 0.997522254762279
1723241142.03903 0.218974152418936 -0.0835894094551567 0.0406725348705247 -0.00134978654259628 -0.00354137549478849 -0.0678335345255533 0.9976894548554
1723241142.2019 0.275309078206376 -0.0983173708412039 0.023748345053796 -0.00247109541679302 0.000401571423598524 -0.0560401070127936 0.998425379702373
1723241142.37338 0.358969289136636 -0.091003593834316 0.0289290320990493 -0.00242505067150944 0.000512295753281399 -0.0351048601847409 0.999380560884447
1723241142.53554 0.449432305540583 -0.0873401821854866 0.0193002064940357 -0.00292315293870604 -0.000184368756030007 -0.0117410051698945 0.999926782310915
1723241142.70281 0.534982220979933 -0.0720704352496001 0.0168487760987165 0.00345220532922687 -0.000606735707777768 0.0156679068301235 0.999871107116166
1723241142.8727 0.608252507162978 -0.0559877222771247 0.0125681896875657 0.00332368086254545 0.00174368524358646 0.0391508041005919 0.999226264289311
1723241143.03644 0.697282654070077 -0.0544897100002044 0.0195571469453137 0.00130778468016316 0.000329340624937426 0.0582538172592409 0.998300893522945
1723241143.2032 0.787129294366953 -0.0165208741995267 0.0143518603797095 0.00312261726132825 0.00152012491504462 0.0677648096644536 0.997695278656175
1723241143.3744 0.893803285212224 0.00809937030394669 0.0250160196270251 0.00237258011814251 0.00204330220478641 0.0809761181162082 0.996711123683544
1723241143.54291 0.996788236735289 0.0513037620330939 0.0243616373519473 0.000794030936064145 -0.000853654335796423 0.0824904027686072 0.996591177083271
1723241143.70466 1.10819036579041 0.0647630342308042 0.031276958275488 0.00114336967054299 -0.00318253697582079 0.0813540104082113 0.99667953182289
1723241143.87531 1.2117194857691 0.0862698603735655 0.0236733629998854 -3.31388858346706e-05 -0.00487949951116333 0.0784717622667571 0.996904394570053
1723241144.04407 1.30519660145104 0.0881105362400603 0.0217145934952987 -0.00117891057873424 -0.00178329968481403 0.0718481316785052 0.99741329246526
1723241144.20573 1.41566861704683 0.0971250550033042 0.0375501942393676 -0.00108496246825076 0.00374526548738941 0.0639481976685007 0.997945601652626
1723241144.37618 1.52094508700028 0.117784155265426 0.0378480100423948 -0.00381051073414918 -0.000679563619134537 0.0570252593782628 0.998365232765081
1723241144.54556 1.61896514530159 0.15218473115516 0.00841909242769992 0.00295136968482003 0.00120624407081032 0.0554779846671081 0.998454820014156
1723241144.70655 1.74354568932784 0.143699164009665 0.0103635469905646 0.00162848859223925 -0.00239149685696564 0.0591950684199284 0.998242241463688
1723241144.87695 1.87049126570517 0.154883728891488 0.011417584564293 0.00326496030811598 0.00127790435822362 0.0632875344394841 0.997989175782588
1723241145.04629 1.96659579674771 0.180495406935376 0.0243097383006603 0.000137903938974924 -0.00455614597230605 0.0595717563760949 0.998213618600072
1723241145.20784 2.07922269277486 0.187051388448119 0.0123508371904061 -0.000251098583820395 -0.00291645403158905 0.0614270543339113 0.99810728293167
1723241145.37809 2.18390180169942 0.201834116728138 0.0312435849782109 -0.00447009061331709 -0.00812916625213884 0.0686246041607509 0.997599417927724
1723241145.54686 2.30731052793263 0.219590927353027 0.0131755711859062 -0.0108615427332828 -0.00312878818751623 0.0636179315542999 0.997910314787197
1723241145.70939 2.44152157835009 0.225357544152201 0.0143535936899746 -0.00846060956586925 -0.00312898966126992 0.0668174785004762 0.997724436944546
1723241145.87916 2.56661479197822 0.243624447835015 0.0119284650616817 0.00156006784362914 -0.00310124953201777 0.071958441188871 0.997401589722681
1723241146.04991 2.67271378466487 0.293693391116792 0.0265579722885615 -0.00386658755876722 -0.0102977849385505 0.0676807002546727 0.997646394239486
1723241146.21045 2.81454996836129 0.294032371444016 0.0558111312856352 -0.00629424363625363 0.000208815546131779 0.0797530397043254 0.996794758990553
1723241146.38015 2.95621674768459 0.342457793426611 0.00882973294522555 -0.00418832743884492 -0.00277414392020988 0.0920853274598455 0.995738446835005
1723241146.5505 3.05068843039789 0.360858979160713 0.0325277630291082 -0.0109567694435639 -0.00366381385719166 0.101927920862949 0.994724697903866
1723241146.71158 3.16896325803881 0.382321559515713 0.0199615104931663 -0.00813964694866319 -0.00751177558208072 0.10920450873416 0.993957591976281
1723241146.88069 3.26992568900684 0.440835376790306 0.0250210611849448 -0.0074170632074238 -0.00117896659106469 0.113390643208044 0.993522098014946
1723241147.05106 3.38821147002644 0.478694478722366 0.0308916061331027 -0.00403128904174723 -0.00205847506676229 0.106318323317944 0.994321842018932
1723241147.21244 3.51523695811094 0.498683803291026 0.0215599166728683 -0.00837557182046668 -0.00164740896121921 0.0985817042018644 0.99509234920034
